iter	Logloss
0	0.5599868354
1	0.4531046786
2	0.3702395817
3	0.3027871923
4	0.2526949134
5	0.2136483854
6	0.184040611
7	0.1631442812
8	0.1484123044
9	0.1340087041
10	0.1226177108
11	0.1118895612
12	0.1031949326
13	0.09757527273
14	0.09186155678
15	0.08609760627
16	0.08097655536
17	0.07659677848
18	0.07191503025
19	0.06911568563
20	0.06535649711
21	0.06266326666
22	0.0605242327
23	0.05774005074
24	0.05566401621
25	0.05429472529
26	0.05268019284
27	0.05106765588
28	0.04929067198
29	0.04800208536
30	0.04656080125
31	0.04581586518
32	0.04411007822
33	0.0430838161
34	0.04209332751
35	0.04113803989
36	0.04043271204
37	0.03970789032
38	0.03896801407
39	0.03823872243
40	0.03718914192
41	0.03668274595
42	0.03581702955
43	0.03499468257
44	0.03440460873
45	0.03392443622
46	0.03334312358
47	0.03258630753
48	0.03214805389
49	0.03157634956
50	0.03086969697
51	0.02998307179
52	0.0294108221
53	0.02908642591
54	0.0286358132
55	0.02824905677
56	0.02793691965
57	0.02745365915
58	0.02700167208
59	0.02622100861
60	0.02586154684
61	0.02541177279
62	0.02517561972
63	0.0248169885
64	0.02439455299
65	0.02373894329
66	0.02350526533
67	0.02323648334
68	0.02279105632
69	0.02254607738
70	0.02218084844
71	0.02200350413
72	0.0217625003
73	0.02141457617
74	0.02105355836
75	0.02086286633
76	0.0206331424
77	0.0205212877
78	0.02032549752
79	0.02007754257
80	0.01986319802
81	0.01957412357
82	0.01935502679
83	0.01914763568
84	0.01885799766
85	0.01864777754
86	0.01852217878
87	0.01833184833
88	0.0181682673
89	0.01787577354
90	0.01772484631
91	0.01735458971
92	0.01725560041
93	0.01710831443
94	0.01699045473
95	0.01683980576
96	0.01666220133
97	0.01652623992
98	0.01644157618
99	0.01631504625
100	0.01618887378
101	0.01589361227
102	0.01574679599
103	0.01566373413
104	0.01550094028
105	0.01545033294
106	0.01522655336
107	0.01514148507
108	0.01498694026
109	0.01489351998
110	0.01480137376
111	0.01471187314
112	0.0146160995
113	0.01448361713
114	0.01438520174
115	0.01432807341
116	0.01428141484
117	0.01421522711
118	0.01415329109
119	0.01407388826
120	0.01398340716
121	0.01391360903
122	0.01373657189
123	0.01365299418
124	0.01356822604
125	0.01345475498
126	0.01337511242
127	0.01327664382
128	0.01320528042
129	0.01309736528
130	0.01304574855
131	0.01296721257
132	0.01290789727
133	0.01284081679
134	0.01274904902
135	0.01267354884
136	0.01258170703
137	0.0124519178
138	0.01238686018
139	0.01232542809
140	0.01224201162
141	0.01219653948
142	0.01210098467
143	0.01204229087
144	0.01196442657
145	0.01190759444
146	0.01181432852
147	0.01177891607
148	0.01171057031
149	0.01163533168
150	0.01151346572
151	0.01144722487
152	0.01140309
153	0.01131345714
154	0.01126121667
155	0.01121123486
156	0.0111491022
157	0.01107625309
158	0.01102075297
159	0.01095082129
160	0.01090578444
161	0.01086347376
162	0.01082135485
163	0.0107168135
164	0.010636121
165	0.01057682383
166	0.01052737702
167	0.01048920099
168	0.01046562137
169	0.010386606
170	0.01031887468
171	0.01024259982
172	0.01016029326
173	0.010109981
174	0.0100559239
175	0.00999255767
176	0.009946999973
177	0.009904892112
178	0.009832987603
179	0.009781165942
180	0.009724497771
181	0.009675648838
182	0.009639112896
183	0.009597557471
184	0.009561470718
185	0.009510574958
186	0.009466320685
187	0.009437066232
188	0.009399939589
189	0.009356798944
190	0.009338126441
191	0.009290093093
192	0.009238803614
193	0.009184407985
194	0.009153128087
195	0.009116254031
196	0.009090529364
197	0.009069545995
198	0.009041916194
199	0.009010700891
200	0.008967456134
201	0.008920677167
202	0.008891894159
203	0.008867894311
204	0.008825561896
205	0.008770540379
206	0.008734694773
207	0.008677059186
208	0.008631780476
209	0.008595638497
210	0.00856536407
211	0.008527409708
212	0.008493839296
213	0.008428249243
214	0.008402845761
215	0.008382263861
216	0.008334720542
217	0.008301808216
218	0.008269138933
219	0.00823333026
220	0.008196769
221	0.008166931378
222	0.008141519371
223	0.008102681382
224	0.008071886333
225	0.008029235739
226	0.008001849616
227	0.007975881836
228	0.007936833337
229	0.007927524056
230	0.007909637835
231	0.007871598395
232	0.007857298179
233	0.007826367231
234	0.007798228068
235	0.007779197339
236	0.007753735802
237	0.00772830782
238	0.007695842256
239	0.007669915196
240	0.007636053553
241	0.00760012031
242	0.007561306851
243	0.007541700441
244	0.007506273873
245	0.007492383259
246	0.007468608557
247	0.007428347174
248	0.007403083977
249	0.007379475742
250	0.007358580871
251	0.007336139868
252	0.00732026164
253	0.007304032284
254	0.00727342723
255	0.007252303773
256	0.007227594103
257	0.007206049034
258	0.007185057576
259	0.007169974241
260	0.007144804987
261	0.007122861784
262	0.007103178284
263	0.007067803029
264	0.007033358174
265	0.007012584107
266	0.006985180018
267	0.006956766437
268	0.006931718946
269	0.006911333096
270	0.006881731095
271	0.006850684051
272	0.006821315758
273	0.006794618353
274	0.006774156989
275	0.006752954031
276	0.006734156046
277	0.006717787519
278	0.006697212585
279	0.006671540125
280	0.006651555071
281	0.006636744104
282	0.006609782676
283	0.006588062415
284	0.006570929456
285	0.006550402599
286	0.006529189081
287	0.006513792374
288	0.006495014542
289	0.00647268644
290	0.006458731628
291	0.006430782188
292	0.006405598127
293	0.006383600072
294	0.006366012425
295	0.006345383105
296	0.006328833722
297	0.006303430478
298	0.006280114963
299	0.006254329104
300	0.00623391603
301	0.006223653029
302	0.006209574636
303	0.006189340434
304	0.006169586342
305	0.006142562167
306	0.006128203936
307	0.006105877555
308	0.006093231088
309	0.006081979644
310	0.006055626737
311	0.006035500267
312	0.006021464638
313	0.0060005816
314	0.005978457
315	0.005960784429
316	0.005950036715
317	0.005930787904
318	0.005911121188
319	0.005899948114
320	0.005886848231
321	0.005868985363
322	0.005853339123
323	0.005832732606
324	0.005808601009
325	0.005796911719
326	0.005778965915
327	0.00576506176
328	0.005755659354
329	0.005732592808
330	0.005727119872
331	0.005715232238
332	0.005697086017
333	0.005685181186
334	0.005668565495
335	0.005654808044
336	0.005646015247
337	0.005624799611
338	0.005613165154
339	0.005600734872
340	0.005581314708
341	0.005558986307
342	0.005545261564
343	0.005525455757
344	0.005514322698
345	0.005502633379
346	0.005494908626
347	0.005481620746
348	0.005467198006
349	0.00545196785
350	0.005436924806
351	0.005422988122
352	0.0053961954
353	0.005389595873
354	0.005374854423
355	0.005363580276
356	0.005356888101
357	0.005341100975
358	0.005324280599
359	0.005311233772
360	0.005299500566
361	0.005290955056
362	0.005278202893
363	0.005270614778
364	0.00525960289
365	0.005255853774
366	0.005241004173
367	0.005224181045
368	0.005210702876
369	0.005206492525
370	0.005194419992
371	0.005178780401
372	0.00517210909
373	0.00516159183
374	0.005140527206
375	0.005117764946
376	0.00510881105
377	0.005092360392
378	0.005073482059
379	0.005055294976
380	0.005041501047
381	0.005024989865
382	0.005005193335
383	0.004983534093
384	0.00497336683
385	0.004962075579
386	0.00494711505
387	0.004939106504
388	0.004934895316
389	0.004922709867
390	0.004906608938
391	0.00489768658
392	0.004883488245
393	0.004874836754
394	0.004866297932
395	0.004861724688
396	0.004852689368
397	0.004842235533
398	0.004824316232
399	0.004808140236
400	0.004795536204
401	0.004786803378
402	0.004777968983
403	0.00477206086
404	0.004760435016
405	0.004751739148
406	0.004732244296
407	0.004715576851
408	0.004710183942
409	0.004700019349
410	0.004691381651
411	0.004670022274
412	0.004662515047
413	0.004653988812
414	0.00464610893
415	0.00463850817
416	0.004626239332
417	0.004612232141
418	0.00459977129
419	0.004588043017
420	0.004577282414
421	0.004563990755
422	0.004557243708
423	0.004551308715
424	0.004537809924
425	0.004529796384
426	0.004515447101
427	0.004504582373
428	0.004492031685
429	0.004481261623
430	0.004477993216
431	0.004467773896
432	0.004457311551
433	0.004447858045
434	0.004435488335
435	0.004426974105
436	0.004414144493
437	0.004405537306
438	0.004396984675
439	0.004380229276
440	0.004371793026
441	0.004357508324
442	0.004348121988
443	0.004340481968
444	0.0043306973
445	0.004319184455
446	0.004310014724
447	0.004299560134
448	0.004291634559
449	0.004278087078
450	0.004276583228
451	0.004259555451
452	0.004247884402
453	0.004239183895
454	0.004226128223
455	0.004218459787
456	0.0042112481
457	0.004207279724
458	0.00419030514
459	0.004184072341
460	0.004171289139
461	0.004162015486
462	0.004152382848
463	0.00414570544
464	0.004134807824
465	0.004131769937
466	0.004125385633
467	0.004121641138
468	0.004113953351
469	0.004111430254
470	0.004100023527
471	0.004093706336
472	0.004083001247
473	0.004075631015
474	0.004058699141
475	0.004051455891
476	0.00404516344
477	0.00403807148
478	0.004028953002
479	0.004017781103
480	0.004008052719
481	0.003999600125
482	0.00398966608
483	0.003981777182
484	0.003969419116
485	0.003961339527
486	0.00395457531
487	0.003947144819
488	0.003939970531
489	0.003935019168
490	0.003923280744
491	0.003912076366
492	0.003906831715
493	0.003900376569
494	0.003891414186
495	0.0038896862
496	0.003880909173
497	0.003875875133
498	0.003872634517
499	0.003862847972
500	0.003856169799
501	0.003847978603
502	0.003845475416
503	0.003840395532
504	0.003832559534
505	0.003824367997
506	0.003817034733
507	0.003812532053
508	0.003810393689
509	0.003798227965
510	0.003792374117
511	0.003782042364
512	0.003778829687
513	0.003769724631
514	0.003761681759
515	0.003752673042
516	0.003745193917
517	0.003737848118
518	0.003731833178
519	0.003726110572
520	0.003722374247
521	0.003712184205
522	0.003700864909
523	0.003693012459
524	0.003686391382
525	0.003681913832
526	0.003674321285
527	0.003662309799
528	0.003656789917
529	0.003651951467
530	0.003643435895
531	0.003637519413
532	0.003631131947
533	0.003624755394
534	0.003617550209
535	0.003610469897
536	0.003608797202
537	0.00360092245
538	0.003590194437
539	0.003581423269
540	0.003574453905
541	0.003567568253
542	0.003564134965
543	0.003554133008
544	0.003549269127
545	0.003542063318
546	0.003538154128
547	0.003531841355
548	0.003523074502
549	0.00351837306
550	0.003514488516
551	0.003511037295
552	0.003504884203
553	0.003498718501
554	0.003492387106
555	0.003486995619
556	0.003477830181
557	0.003469592273
558	0.003463942933
559	0.003454497083
560	0.003450522233
561	0.003448756591
562	0.003440929923
563	0.003435712655
564	0.003431991041
565	0.003426841208
566	0.003423557275
567	0.003418338594
568	0.003413706247
569	0.003407820922
570	0.003397745288
571	0.003387690698
572	0.003383277233
573	0.00337591767
574	0.003367419157
575	0.003358391223
576	0.003353548225
577	0.003350351365
578	0.00334454723
579	0.003342684441
580	0.003332791802
581	0.003328026044
582	0.003323451464
583	0.003319726706
584	0.00331671284
585	0.003308364889
586	0.003300839214
587	0.003294880509
588	0.003293013179
589	0.003287957147
590	0.003279278716
591	0.00327653853
592	0.003271456823
593	0.003264062211
594	0.003257375842
595	0.003251978789
596	0.003246967846
597	0.003242017499
598	0.003233830994
599	0.003226115667
600	0.003222019876
601	0.003215441505
602	0.003208829577
603	0.003203043935
604	0.003197915109
605	0.003190091389
606	0.003184840428
607	0.003180698469
608	0.003173709927
609	0.003164706738
610	0.003160419407
611	0.003154507236
612	0.003152297978
613	0.003146694299
614	0.003144678181
615	0.00313655515
616	0.003132307963
617	0.003131167258
618	0.003121124132
619	0.00311621528
620	0.003110916447
621	0.003109021962
622	0.003102365905
623	0.003096447371
624	0.003091628228
625	0.003087296375
626	0.003082811043
627	0.003075233244
628	0.003072199526
629	0.003066795648
630	0.003063549231
631	0.003055535467
632	0.003051067849
633	0.003041822018
634	0.003033028455
635	0.003030807038
636	0.003024372661
637	0.003020687731
638	0.003018452035
639	0.003011730822
640	0.003005576246
641	0.002998968953
642	0.002997243941
643	0.002993969883
644	0.002988232806
645	0.002981221119
646	0.002978365629
647	0.002974124187
648	0.002967027956
649	0.002962806628
650	0.002959571821
651	0.002956047577
652	0.002945105824
653	0.002941354534
654	0.002936111187
655	0.002934413925
656	0.002927897075
657	0.00292176577
658	0.00291846996
659	0.002911696104
660	0.002908705823
661	0.002903993154
662	0.002897884976
663	0.002891435926
664	0.002883856235
665	0.002881862195
666	0.0028773737
667	0.002870255957
668	0.002865647752
669	0.002864274675
670	0.002856142917
671	0.002851529951
672	0.002849341616
673	0.002842470915
674	0.00283979618
675	0.00283644346
676	0.002832987672
677	0.002825034461
678	0.002818174663
679	0.002813169571
680	0.002807828329
681	0.002804465776
682	0.002798434095
683	0.002796784892
684	0.002794857176
685	0.002792372199
686	0.002787794617
687	0.002783561167
688	0.00277994742
689	0.002775980175
690	0.002773872168
691	0.002768539641
692	0.002764708864
693	0.002760638632
694	0.00275692496
695	0.002750329559
696	0.002745374151
697	0.002739976981
698	0.002736800872
699	0.002732864964
